feature,value,importance
1339,superior,0.0
1340,ppd,0.0
1341,npo,0.0
1342,gout,0.0
1343,significantli,0.0
1344,addendum,0.0
1345,put,0.0
1346,infus,0.0
1347,balloon,0.0
1348,narrow,0.0
1349,cipro,0.0
1350,mobil,0.0
1351,estim,0.0
1352,soln,0.0
1353,hsm,0.0
1354,toprol,0.0
1355,swim,0.0
1356,cbc,0.0
1357,mucosa,0.0
1358,successfulli,0.0
1359,staph,0.004695166183358315
1360,av,0.0
1361,resuscit,0.0
1362,coli,0.0
1363,ua,0.0029801426877343533
1364,drawn,0.0
1365,axi,0.0
1366,gradual,0.0
1367,inhibitor,0.0
1368,lantu,0.0
1369,quadrant,0.0
1370,em,0.0
1371,avail,0.0
1372,crystal,0.0
1373,hematologi,0.0
1374,surround,0.0
1375,mani,0.0
1376,guaiac,0.007060602286209388
1377,notic,0.006788257143880476
1378,black,0.0
1379,bacteri,0.0
1380,humalog,0.0
1381,hg,0.0
1382,factor,0.0
1383,succin,0.0
1384,ranitidin,0.0
1385,longer,0.0
1386,vanc,0.0
1387,aid,0.0
1388,lcx,0.0
1389,sutur,0.0
1390,vi,0.012614189990557715
1391,paroxysm,0.0
1392,lightheaded,0.0
1393,gu,0.0
1394,ppi,0.0
1395,asymptomat,0.0
1396,isol,0.0
1397,disk,0.0
1398,subarachnoid,0.0
1399,adren,0.0
1400,orthoped,0.0
1401,rare,0.0
1402,jugular,0.0
1403,endoscopi,0.0
1404,occur,0.0
1405,dehydr,0.0
1406,fail,0.004024466152039849
1407,gentli,0.0
1408,refus,0.0
1409,subclavian,0.0
1410,weekli,0.0
1411,near,0.0
1412,oncologi,0.0
1413,degen,0.0
1414,ear,0.0
1415,cholecystectomi,0.0
1416,lacer,0.0
1417,protect,0.0
1418,defer,0.0
1419,ophthalm,0.0
1420,frequenc,0.0
1421,hydralazin,0.0
1422,coag,0.006628844773874792
1423,angiogram,0.0
1424,term,0.0
1425,seem,0.0
1426,folat,0.004604943068642743
1427,inflammatori,0.0
1428,appli,0.0
1429,particl,0.0
1430,spike,0.0
1431,septum,0.0
1432,fentanyl,0.0
1433,abg,0.0
1434,gain,0.0
1435,replet,0.0
1436,collar,0.0
1437,prolaps,0.006089189934744677
1438,aureu,0.0
1439,request,0.0
1440,mean,0.0
1441,read,0.0
1442,cd,0.0
1443,pleasant,0.0
1444,anesthesia,0.0
1445,sinus,0.0
1446,melena,0.0
1447,organomegali,0.0
1448,local,0.0
1449,arrest,0.0
1450,borderlin,0.0
1451,hydrat,0.0
1452,pariet,0.0
1453,bilat,0.0
1454,bile,0.0
1455,interpret,0.0
1456,staff,0.0
1457,apex,0.0
1458,propofol,0.0
1459,chemotherapi,0.0
1460,unrespons,0.0
1461,transient,0.0
1462,versu,0.0
1463,tot,0.0
1464,remaind,0.0
1465,difficil,0.0
1466,pr,0.0
1467,ultim,0.0
1468,occipit,0.0
1469,thiamin,0.0018434809941144069
1470,weigh,0.005337011523796258
1471,ampicillin,0.0
1472,cellul,0.0
1473,sudden,0.0
1474,suppositori,0.0
1475,conclus,0.0
1476,allow,0.0
1477,sure,0.0
1478,biventricular,0.0
1479,bicarbon,0.0
1480,adjac,0.0
1481,fulli,0.0
1482,epidur,0.0
1483,advis,0.0
1484,caltco,0.0
1485,occlud,0.0
1486,extraocular,6.325354626570197E-4
1487,apnea,0.0
1488,ruq,0.0
1489,dl,0.0
1490,perrla,0.0
1491,mask,0.0
1492,psychiatri,0.0
1493,suboptim,0.0
1494,ethanol,0.0
1495,ly,0.0
1496,septic,0.0
1497,west,0.0
1498,electrocardiogram,0.0
1499,thrombocytopenia,0.0
1500,collaps,0.0
1501,yesterdai,0.0
1502,hydrochlorothiazid,0.0
1503,reportedli,0.0
1504,sulfa,0.0
1505,keppra,0.0
1506,futur,0.0
1507,express,0.0
1508,addition,0.0
1509,densiti,0.0
1510,cpap,0.0
1511,fib,0.0
1512,lima,0.0
1513,elect,0.0
1514,tpn,0.0
1515,correct,0.005660633827604996
1516,fio,0.0
1517,trazodon,0.00520212080762571
1518,human,0.0
1519,advers,0.0
1520,walker,0.0
1521,glargin,0.0
1522,coverag,0.0
1523,bolu,0.0
1524,neuropathi,0.0
1525,metabol,0.0
1526,cycl,0.0
1527,orthopnea,0.0
1528,cannula,0.0
1529,sgot,0.0
1530,sgpt,0.0
1531,hypodens,0.0
1532,emesi,0.0
1533,qdai,0.0
1534,poplit,0.0
1535,preliminari,0.0
1536,serum,0.0
1537,lidocain,0.0
1538,potenti,0.0
1539,smoker,0.0
1540,hyponatremia,0.0
1541,arthriti,0.0
1542,rx,0.0
1543,convert,0.0
1544,cardiomegali,0.0
1545,allopurinol,0.0
1546,beat,0.0
1547,either,0.0
1548,junction,0.0
1549,bloodi,0.0
1550,spironolacton,0.0
1551,want,0.0
1552,indx,0.0
1553,iliac,0.0
1554,sit,0.0
1555,glass,0.0
1556,run,0.0
1557,signal,0.0
1558,ox,0.0
1559,benefit,0.0
1560,bolus,0.0
1561,nonfoc,0.0
1562,onli,0.0
1563,film,0.0
1564,ongo,0.0
1565,chair,0.0
1566,sigmoid,0.0
1567,defici,0.0
1568,duodenum,0.0
1569,rectum,0.0
1570,bm,0.0
1571,markedli,0.0
1572,flat,0.0
1573,nstemi,0.0
1574,csf,0.0
1575,adhes,0.0
1576,drift,0.0
1577,attent,0.0
1578,dopamin,0.0
1579,avr,0.0
1580,appendag,0.0
1581,thirti,0.0
1582,acidosi,0.0
1583,sweat,0.0
1584,doe,0.0
1585,induc,0.0
1586,endotrach,0.0
1587,plastic,0.002748608088219615
1588,diuret,0.0
1589,half,0.0
1590,eval,0.0
1591,sicu,0.0
1592,pancrea,0.0
1593,administ,0.0
1594,endocard,0.0
1595,febril,0.0
1596,thigh,0.0
1597,occup,0.0
1598,debrid,0.0
1599,gentamicin,0.0
1600,ablat,0.0
1601,peep,0.0
1602,sec,0.0
1603,reflux,0.0030634870090832413
1604,contour,0.0043417647238674865
1605,psych,0.004205128250691253
1606,ivc,0.0
1607,voic,0.0
1608,tight,0.0
1609,q,0.0
1610,void,0.0
1611,self,0.0
1612,compon,0.0
1613,leav,0.0
1614,fat,0.0
1615,opacif,0.0
1616,hematuria,0.0
1617,basilar,0.0
1618,contain,0.0
1619,hctz,0.0
1620,interstiti,0.0
1621,medial,0.0
1622,cooper,0.0
1623,fast,0.0
1624,pseudomona,0.0
1625,contribut,0.0
1626,carvedilol,0.0
1627,diverticulosi,0.004187070330933856
1628,percent,0.0
1629,ncat,8.864809991533262E-4
1630,index,0.0
1631,hemoptysi,0.0
1632,bedsid,0.0
1633,ab,0.0
1634,levoph,0.0
1635,gentleman,0.0
1636,qr,0.0041482900767575446
1637,ro,0.0
1638,pacer,0.0
1639,hydromorphon,0.0
1640,mra,0.0
1641,po,0.006664618086840342
1642,silhouett,0.0
1643,distent,0.0
1644,supplement,0.0
1645,citalopram,0.0
1646,moist,0.0
1647,toward,0.0
1648,notdon,0.0
1649,antibodi,0.0
1650,azithromycin,0.0
1651,suicid,0.0
1652,tamponad,0.0
1653,dark,0.0
1654,nasogastr,0.0
1655,administr,0.0
1656,thu,0.0
1657,pattern,0.0
1658,wnl,0.0
1659,urobilngn,0.0
1660,periton,0.0
1661,feet,0.0
1662,delirium,0.0
1663,trimethoprim,0.0
1664,hpi,0.0
1665,reliev,0.0
1666,extern,0.0
1667,attack,0.0
1668,toxic,0.0
1669,closur,0.0
1670,diagnost,0.0
1671,pill,0.0
1672,rod,0.0
1673,materi,0.0
1674,ij,0.0
1675,urologi,0.0
1676,elderli,0.0
1677,attribut,0.0
1678,tricycl,0.0
1679,readi,0.0
1680,xrai,0.0
1681,polyp,0.0
1682,hypox,0.0
1683,loop,0.0
1684,duoden,0.0
1685,nitro,0.0
1686,took,0.0
1687,clindamycin,0.0
1688,extra,0.0
1689,suction,0.0
1690,packet,0.0
1691,lumen,0.0
1692,mca,0.0
1693,recov,0.0
1694,suspect,0.0
1695,expect,0.0
1696,somnol,0.0
1697,mod,0.0
1698,cholecyst,0.0
1699,lymphoma,0.0
1700,appt,0.0
1701,haldol,0.0
1702,gastriti,0.0
1703,chem,0.0
1704,strip,0.0
1705,captopril,0.0
1706,whether,0.0
1707,cerebellar,0.0
1708,begin,0.0
1709,undergo,0.0
1710,dyslipidemia,0.0
1711,angina,0.0
1712,varicos,0.0
1713,craniotomi,0.0
1714,displac,0.0
1715,clonidin,0.004397993805422611
1716,reduct,0.0
1717,briefli,0.0
1718,abx,0.0
1719,transvers,0.0
1720,fell,0.0
1721,pink,0.0
1722,insomnia,0.0
1723,filter,0.0
1724,neo,0.0
1725,entir,0.0
1726,root,0.0
1727,meta,0.0
1728,psychiatr,0.0
1729,aspect,0.0
1730,earlier,0.0
1731,termin,0.0
1732,domin,0.0
1733,retroperiton,0.0
1734,case,0.0
1735,somenam,0.0
1736,obviou,0.0
1737,fluconazol,0.0
1738,hospic,0.004996446023994417
1739,ctr,0.0
1740,step,0.0
1741,fx,0.0
1742,enter,0.0
1743,ir,0.0
1744,physiolog,0.0
1745,becaus,0.0
1746,dnr,0.0
1747,hydronephrosi,0.0
1748,sensori,0.0
1749,conjunctiva,0.0
1750,combin,0.0
1751,necessari,0.0
1752,sai,0.0
1753,disc,0.0
1754,pulmon,0.0
1755,pnd,0.0
1756,staphylococcu,0.0
1757,rise,0.0
1758,stasi,0.0
1759,cataract,0.0
1760,emphysema,0.0
1761,perfor,0.0
1762,qpm,0.004791068612442289
1763,got,0.0
1764,declin,0.0
1765,famotidin,0.0
1766,diagon,0.0
1767,myalgia,0.004026065237297789
1768,excess,0.0
1769,calf,0.0
1770,section,0.0
1771,urinalysi,0.0
1772,encourag,0.0
1773,detect,0.0
1774,ask,0.0
1775,axial,0.0
1776,hilar,0.0
1777,coordin,0.0
1778,angioplasti,0.0
1779,glyburid,0.0
1780,loos,0.0
1781,matter,0.0
1782,fax,0.0
1783,myelo,0.0
1784,accid,0.0
1785,saw,0.0
1786,inflamm,0.0
1787,insert,0.0
1788,obtus,0.0
1789,inguin,0.0
1790,circumflex,0.0
1791,tear,0.005355987970732209
1792,pda,0.0
1793,life,0.0
1794,labetalol,0.0
1795,fen,0.0
1796,arf,0.0
1797,jaundic,0.0
1798,mvi,0.0
1799,accessori,0.0
1800,ostomi,0.0
1801,clip,0.0
1802,rvr,0.0
1803,arous,0.0
1804,osteomyel,0.0
1805,phenytoin,0.0
1806,overdos,0.009930658939926578
1807,codein,0.0
1808,inferolater,0.0
1809,excurs,0.0
1810,cholesterol,0.0
1811,awok,0.0
1812,metronidazol,0.0
1813,vt,0.0
1814,appendectomi,0.0
1815,inabl,0.0
1816,believ,0.0
1817,methadon,0.0
1818,tri,0.0
1819,isosorbid,0.0
1820,fiber,0.0
1821,focu,0.0
1822,veloc,0.0
1823,wear,0.0
1824,letharg,0.0
1825,quickli,0.0
1826,glipizid,0.0
1827,superfici,0.0
1828,medicin,0.0
1829,techniqu,0.014431441025373845
1830,plu,0.006077412482454198
1831,calcifi,0.0
1832,pvd,0.0
1833,solid,0.0
1834,flutter,0.0
1835,klebsiella,0.0
1836,retent,0.0
1837,prematur,0.0
1838,shunt,0.0
1839,dexamethason,0.0
1840,incontin,0.0
1841,appetit,0.0
1842,marrow,0.0
1843,hydrocephalu,0.005044762765521604
1844,stair,0.0
1845,cane,0.0
1846,hit,0.0
1847,pleasur,0.0
1848,pat,0.0
1849,tibial,0.0
1850,svc,0.0
1851,anteriorli,0.0
1852,contus,0.0
1853,sr,0.0
1854,lavag,0.0
1855,atrov,0.0
1856,absenc,0.0
1857,convers,0.0
1858,prescript,0.0
1859,valu,0.0
1860,finish,0.0
1861,laparotomi,0.0
1862,notifi,0.0
1863,tramadol,0.0
1864,jp,0.005147266536477265
1865,trial,0.0
1866,safe,0.0
1867,ptca,0.013309145533352176
1868,nrb,0.0
1869,compat,0.0
1870,mesenter,0.0
1871,herniat,0.0
1872,ffp,0.0
1873,spleen,0.0
1874,prilosec,0.0
1875,befor,0.0
1876,unlik,0.0
1877,fusion,0.0
1878,tia,0.0
1879,pit,0.0
1880,bicarb,0.0
1881,nystagmu,0.0
1882,shake,0.0
1883,salmeterol,0.0
1884,mammari,0.0
1885,former,0.0
1886,ar,0.0
1887,scatter,0.0
1888,nsr,0.0
1889,lat,0.0
1890,lack,0.0
1891,hcv,0.0
1892,gastroesophag,0.0
1893,piperacillin,0.0
1894,dimens,0.0
1895,droop,0.0
1896,strain,0.0
1897,syrup,0.0
1898,norvasc,0.0
1899,pca,0.0
1900,ceftazidim,0.0
1901,dni,0.0
1902,complianc,0.0
1903,presenc,0.0
1904,technic,0.0
1905,ngt,0.0
1906,dysphagia,0.0
1907,mood,0.0
1908,multifoc,0.0
1909,hfa,0.0
1910,told,0.0
1911,rle,0.0
1912,ntnd,0.0
1913,bpm,0.0
1914,normoact,0.0
1915,durat,0.0
1916,miconazol,0.0
1917,anaerob,0.0
1918,foci,0.0
1919,osseou,0.0
1920,pci,0.0
1921,ica,0.0
1922,critic,0.0
1923,intraop,0.0
1924,osteoarthr,0.0
1925,dka,0.0
1926,amput,0.0
1927,group,0.0
1928,brbpr,0.0
1929,wrist,0.003511281676590551
1930,begun,0.0
1931,broad,0.0
1932,enterococcu,0.0
1933,splenic,0.005122612636633797
1934,rais,0.0
1935,ep,0.0
1936,height,0.0
1937,hematemesi,0.0
1938,draw,0.0
1939,remot,0.0
1940,lansoprazol,0.0
1941,diverticul,0.0
1942,toxin,0.0
1943,nystatin,0.0
1944,levetiracetam,0.0
1945,faint,0.0
1946,antigen,0.0
1947,soap,0.0
1948,accord,0.0
1949,diaphoresi,0.0
1950,axillari,0.0
1951,colectomi,0.0
1952,noncontributori,0.0
1953,port,0.0
1954,tunnel,0.0021704725928484176
1955,exploratori,0.0
1956,consider,0.0
1957,littl,0.0
1958,tingl,0.0
1959,hba,0.0
1960,essenti,0.0
1961,candid,0.0
1962,motrin,0.0
1963,torso,0.0
1964,territori,0.0
1965,plaqu,0.0
1966,symptomat,0.0
1967,deem,0.0
1968,bright,0.0
1969,reach,0.0
1970,smear,0.0
1971,vac,0.0
1972,akinesi,0.0
1973,osteoporosi,0.0
1974,transderm,0.0
1975,must,0.0
1976,lle,0.0
1977,artifact,0.0
1978,micro,0.0
1979,know,0.0
1980,cigarett,0.0
1981,heme,0.0
1982,punctur,0.0
1983,hdl,0.0
1984,linezolid,0.0
1985,vit,0.0
1986,pallor,0.0
1987,wheelchair,0.0
1988,reflect,0.0
1989,chemistri,0.0
1990,languag,0.0
1991,overli,0.0
1992,allergi,0.0
1993,hypoglycemia,0.0
1994,steadi,0.0
1995,rom,0.0
1996,acquir,0.0
1997,valvular,0.0
1998,ent,0.0
1999,distant,0.0
2000,healthi,0.0
2001,soften,0.0
2002,fluent,0.0
2003,suspici,0.0
2004,dc,0.0
2005,lmca,0.0
2006,slowe,0.0
2007,zofran,0.003843716138863537
2008,palat,0.0
2009,flare,0.0
2010,ckd,0.0
2011,bnzodzpn,0.0
2012,parenchym,0.0
2013,specimen,0.0
2014,guid,0.0
2015,barbitrt,0.0
2016,urobiln,0.0
2017,bilirub,0.0
2018,chol,0.01055920979175515
2019,try,0.0
2020,etc,0.0
2021,dysarthria,0.0
2022,osa,0.0
2023,nitrat,0.0
2024,heard,0.0
2025,gross,0.0
2026,advair,0.0
2027,bulk,0.0
2028,traumat,0.0
2029,freeca,0.0
2030,impair,0.0
2031,dermat,0.0
2032,fungal,0.0
2033,neurontin,0.0
2034,de,0.0
2035,stemi,0.0
2036,coil,0.0
2037,evacu,0.0
2038,character,0.0
2039,natur,0.0
2040,written,0.0
2041,might,0.0
2042,length,0.0
2043,form,0.0
2044,opiat,0.0
2045,imdur,0.0
2046,icteru,0.0
2047,trachea,0.0
2048,sick,0.0
2049,flap,0.0
2050,coagul,0.0
2051,femur,0.0
2052,epigastr,0.0
2053,hyperkalemia,0.0
2054,gib,0.0
2055,bipolar,0.0
2056,bph,0.0
2057,member,0.0
2058,pedi,0.0
2059,ensur,0.0
2060,mixe,0.0
2061,valium,0.0
2062,patchi,0.0
2063,clonazepam,0.0
2064,wedg,0.0
2065,lm,0.0
2066,flora,0.0
2067,interatri,0.0
2068,across,0.0
2069,hcp,0.005709806189354474
2070,trop,0.0
2071,differ,0.0
2072,altern,0.0
2073,retrocardiac,0.0
2074,maxillari,0.0
2075,sdh,0.0
2076,verbal,0.0
2077,awai,0.0
2078,urgent,0.0
2079,mastoid,0.0
2080,chart,0.0
2081,met,0.0
2082,cardiopulmonari,0.0
2083,atherosclerot,0.0
2084,cardiovers,0.0
2085,pronat,0.0
2086,dorsali,0.0
2087,absent,0.0
2088,cholecalciferol,0.0
2089,deviat,0.0
2090,emboli,0.0
2091,dx,0.0
2092,clostridium,0.0
2093,xrt,0.0
2094,recal,0.0
2095,top,0.0
2096,sternotomi,0.0
2097,erythromycin,0.0
2098,ronchi,0.0
2099,trf,0.0
2100,acyclovir,0.0
2101,lp,0.0
2102,intraventricular,0.0
2103,wide,0.0
2104,fixat,0.0
2105,mucos,0.0
2106,echocardiograph,0.0
2107,endors,0.0
2108,video,0.0
2109,hysterectomi,0.0
2110,meet,0.0
2111,bridg,0.0
2112,talk,0.0
2113,resid,0.0
2114,endoscop,0.0
2115,hiatal,0.0
2116,canal,0.0
2117,poorli,0.0
2118,qtc,0.0
2119,cmv,0.0
2120,dinner,0.0
2121,intraparenchym,0.0
2122,mic,0.0
2123,supplem,0.0
2124,green,0.0
2125,af,0.0
2126,seroquel,0.0
2127,diminish,0.0
2128,asdir,0.0
2129,hemispher,0.0
2130,hydroxid,0.0
2131,death,0.0
2132,arrhythmia,0.0
2133,hep,0.0
2134,epinephrin,0.0
2135,synthroid,0.0
2136,hyperglycemia,0.0
2137,docum,0.0
2138,desatur,0.0
2139,window,0.0
2140,afternoon,0.0
2141,ppx,0.0
2142,ue,0.0
2143,relief,0.0
2144,cold,0.0
2145,temporari,0.0
2146,normocephal,0.0
2147,think,0.0
2148,gland,0.0
2149,contract,0.0
2150,coffe,0.0
2151,friend,0.0
2152,enoxaparin,0.0
2153,ciwa,0.0
2154,respir,0.0
2155,precaut,0.0
2156,intubat,0.0
2157,tini,0.0
2158,explain,0.0
2159,distribut,0.0
2160,caltibc,0.0
2161,lethargi,0.0
2162,car,0.0
2163,urgenc,0.0
2164,verapamil,0.0
2165,microbiologi,0.0
2166,rigid,0.0
2167,incid,0.0
2168,especi,0.0
2169,cefazolin,0.0
2170,mention,0.0
2171,dear,0.0
2172,cocci,0.0
2173,tobramycin,0.0
2174,bear,0.0
2175,flank,0.0
2176,rigor,0.0
2177,agr,0.0
2178,pacu,0.0
2179,avf,0.0
2180,nab,0.0
2181,thoracentesi,0.0
2182,disloc,0.0
2183,tamsulosin,0.0
2184,gallston,0.0
2185,fatti,0.0
2186,sore,0.0
2187,endocrin,0.0
2188,sl,0.006501573941314414
2189,sertralin,0.0
2190,unlabor,0.0
2191,strand,0.009079559628511109
2192,sometim,0.0
2193,oxacillin,0.0
2194,orbit,0.0
2195,sharp,0.0
2196,paracentesi,0.0
2197,alreadi,0.0
2198,pan,0.0
2199,background,0.003394142568134298
2200,ip,0.0
2201,hemorrhoid,0.0
2202,outpt,0.0
2203,scleral,0.0
2204,agent,0.0
2205,sacral,0.0
2206,oncologist,0.0
2207,prosthesi,0.0
2208,tracheal,0.0
2209,ma,0.0
2210,sheath,0.0
2211,ivdu,0.0
2212,demand,0.0
2213,nsaid,0.0
2214,cvicu,0.0
2215,leukocyt,0.0030546050454046004
2216,breakfast,0.0
2217,soon,0.002880074789794405
2218,necrosi,0.0
2219,doubl,0.0
2220,uncertain,0.0
2221,necrot,0.0
2222,cross,0.0
2223,embolu,0.0
2224,nicotin,0.0
2225,rhinorrhea,0.0
2226,valsartan,0.0
2227,tachypn,0.0
2228,toilet,0.0
2229,pedal,0.0
2230,hard,0.0
2231,limb,0.0
2232,attenu,0.0
2233,influenza,0.0
2234,seek,0.0
2235,rll,0.0
2236,barbitr,0.0
2237,bnzodzp,0.0
2238,adenocarcinoma,0.0
2239,blockad,0.0
2240,prepar,0.0
2241,scoliosi,0.0
2242,rec,0.0
2243,aaa,0.0
2244,rue,0.0
2245,optim,0.0
2246,lll,0.0
2247,word,0.0
2248,bag,0.0
2249,wish,0.0
2250,dental,0.0
2251,poli,0.0
2252,vii,0.0
2253,decompress,0.0
2254,stimuli,0.0
2255,pmi,0.0
2256,triglyc,0.0
2257,cholang,0.003434060956739032
2258,excis,0.0
2259,lvh,0.0
2260,migrain,0.0
2261,random,0.0
2262,anastomosi,0.0
2263,admiss,0.023821591296711114
2264,spectrum,0.0
2265,mediastinum,0.0
2266,late,0.0
2267,zantac,0.0
2268,abil,0.0
2269,ring,0.0
2270,sm,0.0
2271,tox,0.0
2272,thereaft,0.0
2273,la,0.0
2274,coars,0.0
2275,wet,0.0
2276,probnp,0.0
2277,keflex,0.0
2278,nifedipin,0.005274958688303679
2279,suffer,0.0
2280,sulfonamid,0.0
2281,pcwp,0.0
2282,strictur,0.0
2283,vehicl,0.0
2284,glaucoma,0.0
2285,wai,0.0
2286,reglan,0.0
2287,cri,0.0
2288,awar,0.0
2289,decadron,0.0
2290,heel,0.0
2291,kub,0.0
2292,troubl,0.0
2293,wwp,0.0
2294,reciev,0.0
2295,tonsillectomi,0.0
2296,iodin,0.0
2297,losartan,0.0
2298,ferritn,0.0
2299,nonspecif,0.0
2300,synephrin,0.0
2301,metal,0.0
2302,ileostomi,0.0
2303,levo,0.0
2304,ileu,0.0
2305,locul,0.0
2306,coupl,0.0
2307,incision,0.0
2308,pravastatin,0.0
2309,decompens,0.0
2310,clearanc,0.0
2311,alkalin,0.0
2312,milk,0.0
2313,celexa,0.0
2314,benadryl,0.0
2315,comprehens,0.0
2316,chemo,0.0
2317,mening,0.0
2318,angl,0.0
2319,legionella,0.0
2320,nodular,0.0
2321,wk,0.0
2322,ett,0.0
2323,dosag,0.0
2324,tx,0.0
2325,ruptur,0.0
2326,standpoint,0.0
2327,lue,0.0
2328,qt,0.0
2329,gave,0.0
2330,approv,0.0
2331,suppli,0.0
2332,rather,0.0
2333,cool,0.0
2334,pylori,0.0
2335,sulci,0.0
2336,swab,0.0
2337,collater,0.0
2338,substanc,0.0
2339,sah,0.0
2340,hepatosplenomegali,0.005128319080370359
2341,lispro,0.0
2342,option,0.0
2343,phosphatas,0.0
2344,exposur,0.0
2345,igg,0.0
2346,viii,0.0
2347,zocor,0.0
2348,bundl,0.0
2349,object,0.0
2350,thyromegali,0.0
2351,combiv,0.0
2352,fingerstick,0.0
2353,basi,0.0
2354,tape,0.0
2355,extravas,0.0
2356,pmn,0.0
2357,incident,0.0
2358,seat,0.0
2359,habit,0.0
2360,incent,0.0
2361,concentr,0.0
2362,spars,0.0
2363,pericardium,0.0
2364,ih,0.0
2365,downgo,0.0
2366,cholelithiasi,0.0
2367,nadolol,0.0
2368,mostli,0.0
2369,beer,0.0
2370,sao,0.0
2371,select,0.0
2372,vasculatur,0.005130583914361442
2373,antihypertens,0.004458009836698089
2374,torsemid,0.0
2375,straw,0.0
2376,mssa,0.0
2377,advil,0.0
2378,instead,0.0
2379,orif,0.0
2380,unev,0.0
2381,nocturn,0.0
2382,adher,0.0
2383,numer,0.0
2384,tachi,0.0
2385,actual,0.0019829271170854657
2386,atraumat,0.0
2387,particularli,0.0
2388,ortho,0.0
2389,thrill,0.0
2390,ttp,0.0
2391,oil,0.0
2392,revis,0.0
2393,easili,0.0
2394,ambien,0.0
2395,fact,0.0
2396,fem,0.0
2397,rotat,0.0
2398,glucon,0.0
2399,milrinon,0.0
2400,cbd,0.0
2401,tap,0.0
2402,patholog,0.0
2403,card,0.0
2404,brown,0.0
2405,shortli,0.0
2406,loc,0.0
2407,piggyback,0.0
2408,mononitr,0.0
2409,fibrosi,0.0
2410,project,0.0
2411,tpa,0.0
2412,cardiomediastin,0.0
2413,enough,0.0
2414,bb,0.0
2415,sampl,0.0
2416,panel,0.0
2417,contamin,0.0
2418,acetmnp,0.0
2419,buttock,0.0
2420,gastroenterologi,0.0
2421,inh,0.005072823476738711
2422,ot,0.0
2423,exud,0.0
2424,tachypnea,0.0
2425,upright,0.0
2426,pad,0.0
2427,cystic,0.0
2428,higher,0.0
2429,cat,0.0
2430,pole,0.0
2431,faxe,0.0
2432,suspicion,0.0
2433,transport,0.0
2434,calchct,0.0
2435,pursu,0.0
2436,fluoxetin,0.0
2437,amoxicillin,0.0
2438,miss,0.0
2439,quetiapin,0.0
2440,erythemat,0.0
2441,subacut,0.0
2442,electrophysiologi,0.0
2443,veri,0.0
2444,ramu,0.0
2445,plantar,0.004929980992302592
2446,paranas,0.0
2447,sternum,0.0
2448,counter,0.0
2449,understand,0.0
2450,expiratori,0.0
2451,serologi,0.0
2452,ml,0.0
2453,ix,0.0
2454,arthralgia,0.0
2455,intox,0.0
2456,nephropathi,0.0
2457,turn,0.0
2458,colostomi,0.0
2459,solumedrol,0.0
2460,purul,0.0
2461,gastrostomi,0.0
2462,oxycontin,0.0
2463,burn,0.0
2464,ventral,0.0
2465,attach,0.0
2466,aphasia,0.0
2467,trigger,0.0
2468,reconstruct,0.0
2469,edg,0.0
2470,hyperdens,0.0
2471,radiologist,0.0
2472,memori,0.0
2473,cont,0.0
2474,directli,0.0
2475,urosepsi,0.0
2476,estgfr,0.0
2477,melanoma,0.0
2478,xanthoma,0.0
2479,saturdai,0.0
2480,acetmnphn,0.0
2481,ratio,0.0
2482,eom,0.0
2483,kyphosi,0.0
2484,trough,0.0
2485,oropharyng,0.0
2486,swan,0.0
2487,whole,0.0
2488,surfac,0.0
2489,asterixi,0.0
2490,explor,0.0
2491,slur,0.0
2492,featur,0.0
2493,lip,0.0
2494,said,0.0
2495,bronchial,0.0
2496,acet,0.0
2497,br,0.0
2498,brace,0.0
2499,coat,0.0
2500,extr,0.0
2501,colchicin,0.0
2502,separ,0.0
2503,sem,0.0
2504,ascorb,0.0
2505,conduct,0.0
2506,irrit,0.0
2507,repetit,0.0
2508,regul,0.0
2509,atn,0.0
2510,transamin,0.0
2511,decubitu,0.0
2512,lymphocyt,0.0
2513,vicodin,0.0
2514,aaox,0.0
2515,french,0.0
2516,stimul,0.0
2517,metastas,0.0
2518,intercost,0.0
2519,wit,0.0
2520,ondansetron,0.0
2521,travel,0.0
2522,guaifenesin,0.0
2523,implant,0.0
2524,machin,0.0
2525,foramen,0.0
2526,wake,0.0
2527,tomorrow,0.0
2528,watch,0.0
2529,f,0.0
2530,unstabl,0.0
2531,csru,0.0
2532,zolpidem,0.0
2533,lg,0.0
2534,strep,0.0
2535,linear,0.0
2536,pmhx,0.0
2537,bronchu,0.0
2538,great,0.002944606442103766
2539,tacrolimu,0.0
2540,vre,0.0
2541,layer,0.0
2542,asd,0.0
2543,squamou,0.0
2544,respect,0.0
2545,fragment,0.0
2546,rose,0.0
2547,tidal,0.0
2548,skull,0.0
2549,metastasi,0.0
2550,steri,0.0
2551,pure,0.0
2552,twenti,0.0
2553,hypernatremia,0.0
2554,leni,0.0
2555,balanc,0.0
2556,osmol,0.0
2557,mucu,0.0
2558,border,0.0
2559,sx,0.0
2560,amp,0.0
2561,elbow,0.0
2562,dens,0.0
2563,vagin,0.0
2564,cut,0.0
2565,glycol,0.0
2566,ostial,0.0
2567,superimpos,0.0
2568,jaw,0.0
2569,carina,0.0
2570,effort,0.005103798814943349
2571,augmentin,0.0
2572,push,0.0
2573,prompt,0.0
2574,pictur,0.0
2575,gaze,0.0
2576,flexion,0.0
2577,parkinson,0.0
2578,achiev,0.0
2579,cor,0.0
2580,atrophi,0.0
2581,neutrophil,0.0
2582,discret,0.0
2583,extract,0.0
2584,laminectomi,0.0
2585,hypovolemia,0.0
